timestamp,sim_time_s,cars_alive,total_gerado,carros_saídos,waiting_v,waiting_h,ped_waiting,priority
1763075460.4739451,45.44,12,33,21,4,0,0,2.55
1763075461.4823532,46.44,14,35,21,6,0,0,3.82
1763075462.4935336,47.46,13,36,23,6,0,0,3.89
1763075463.5058246,48.47,11,37,26,7,0,0,4.56
1763075464.510189,49.47,13,39,26,7,0,0,4.62
1763075465.5234754,50.49,14,40,26,7,0,0,4.69
1763075466.526659,51.49,14,40,26,7,0,0,4.76
1763075467.5271144,52.49,17,43,26,7,0,0,4.82
1763075468.5370636,53.50,17,44,27,7,0,0,4.89
1763075469.5354307,54.50,18,45,27,7,1,0,4.95
1763075470.5370686,55.50,19,46,27,7,2,0,4.95
1763075471.5489907,56.51,18,47,29,5,2,0,1.21
1763075472.557293,57.52,18,47,29,8,2,0,1.28
1763075473.559406,58.52,18,47,29,4,2,0,1.34
1763075474.5601773,59.52,21,50,29,0,2,0,1.41
1763075475.5610578,60.52,22,51,29,0,3,0,2.08
1763075476.5673318,61.53,17,51,34,0,4,0,2.75
1763075477.5685878,62.53,12,52,40,0,5,0,3.41
1763075478.5750768,63.54,8,53,45,0,6,0,4.08
1763075479.581596,64.54,8,53,45,0,7,0,4.75
1763075480.5857801,65.55,8,53,45,0,7,0,4.82
1763075481.5857472,66.55,9,55,46,0,7,0,4.88
1763075482.593061,67.56,10,56,46,0,7,0,4.95
1763075483.5976608,68.56,10,56,46,1,8,0,4.95
1763075484.6042638,69.57,11,57,46,2,8,1,4.95
1763075485.6216605,70.58,15,61,46,2,2,0,1.27
1763075486.6252127,71.59,16,62,46,2,0,0,1.33
1763075487.6390367,72.60,18,64,46,4,0,0,2.60
1763075488.6403499,73.60,20,66,46,5,0,0,3.27
1763075489.644812,74.61,14,66,52,6,0,0,3.94
1763075490.6613908,75.62,13,67,54,6,0,0,4.00
1763075491.6781445,76.64,11,67,56,6,0,0,4.07
1763075492.6897469,77.65,11,68,57,6,0,0,4.14
1763075493.7067513,78.67,11,69,58,7,0,0,4.81
1763075494.718473,79.68,12,70,58,7,0,0,4.87
1763075495.7337313,80.70,10,70,60,7,0,0,4.94
1763075496.7398758,81.71,11,71,60,7,0,0,4.95
1763075497.7563677,82.72,10,71,61,7,1,0,4.95
1763075498.7741084,83.74,10,71,61,6,1,0,0.66
1763075499.785821,84.75,11,72,61,0,1,0,0.72
1763075500.7911022,85.75,11,72,61,0,1,0,0.79
1763075501.8048897,86.76,12,73,61,0,2,0,1.46
1763075502.802573,87.77,9,73,64,0,3,0,2.13
1763075503.8063426,88.77,6,76,70,0,3,0,2.19
1763075504.8221247,89.78,6,76,70,0,3,0,2.26
1763075509.8848848,1.00,0,0,0,0,0,0,0.07
1763075510.8912082,2.01,3,3,0,0,0,0,0.13
1763075511.8944507,3.01,3,3,0,0,0,0,0.20
1763075512.904743,4.02,3,3,0,1,0,0,0.87
1763075513.913074,5.03,4,4,0,1,0,0,0.94
1763075514.922519,6.04,6,6,0,1,0,0,1.00
1763075515.9296489,7.04,7,7,0,3,0,0,2.27
1763075516.944214,8.06,8,8,0,4,0,0,2.94
1763075517.956083,9.07,8,10,2,4,0,0,3.01
1763075518.958677,10.07,11,13,2,4,0,0,3.07
1763075519.9736261,11.09,13,15,2,5,0,0,3.74
1763075520.988224,12.10,15,17,2,6,0,0,4.41
1763075521.9979324,13.12,15,18,3,7,1,0,5.07
1763075523.0144439,14.13,15,18,3,7,2,0,5.07
1763075524.0348456,15.15,17,22,5,5,2,0,1.21
1763075525.0477087,16.16,16,22,6,4,2,0,1.27
1763075526.0493522,17.16,15,22,7,0,4,0,2.54
1763075527.050377,18.17,15,22,7,1,4,1,2.55
1763075528.053598,19.17,15,22,7,1,4,1,2.55
1763075529.0649462,20.18,11,23,12,1,0,0,0.66
1763075530.0777192,21.19,8,25,17,2,0,0,1.33
1763075531.0844703,22.20,8,25,17,3,0,0,2.00
1763075532.095834,23.21,12,29,17,4,0,0,2.67
1763075533.1004417,24.21,9,30,21,4,0,0,2.73
1763075534.106605,25.22,13,34,21,6,0,0,4.00
1763075535.1222072,26.24,13,34,21,6,0,0,4.07
1763075536.1362658,27.25,18,39,21,7,0,0,4.74
1763075537.149687,28.26,20,41,21,7,0,0,4.81
1763075538.1653898,29.28,23,44,21,7,0,0,4.88
1763075539.173882,30.29,21,44,23,7,0,0,4.95
1763075540.1863542,31.30,22,46,24,7,2,0,5.00
1763075541.1878722,32.31,21,47,26,7,2,0,5.00
1763075542.2001293,33.31,21,47,26,5,3,0,1.82
1763075543.2051373,34.32,20,49,29,8,3,0,1.88
1763075544.2108843,35.32,21,51,30,2,3,0,1.95
1763075545.217529,36.33,24,55,31,0,4,0,2.62
1763075546.2287555,37.34,24,56,32,0,7,0,4.49
1763075547.2369664,38.35,19,57,38,0,7,0,4.55
1763075548.2480516,39.36,13,57,44,0,7,0,4.62
1763075549.25158,40.37,13,58,45,2,7,1,4.63
1763075550.2579565,41.38,13,59,46,2,7,1,4.63
1763075551.2706578,42.38,16,63,47,3,3,0,1.86
1763075552.2802362,43.39,18,65,47,4,0,0,2.53
1763075553.290624,44.40,21,68,47,6,0,0,3.80
1763075554.2908092,45.40,23,70,47,6,0,0,3.87
1763075555.3051467,46.42,22,75,53,6,0,0,3.93
1763075556.3163838,47.43,21,77,56,7,0,0,4.60
1763075557.3281994,48.44,22,78,56,7,0,0,4.67
1763075558.3310256,49.45,20,78,58,7,0,0,4.73
1763075559.346359,50.46,20,79,59,7,0,0,4.80
1763075560.3546767,51.47,19,80,61,7,0,0,4.87
1763075561.3580856,52.47,18,81,63,7,0,0,4.94
1763075562.3590033,53.48,15,81,66,7,1,0,5.00
1763075563.375128,54.49,17,84,67,7,1,0,5.00
1763075564.3887742,55.50,18,85,67,5,1,0,0.61
1763075565.3894014,56.50,18,85,67,8,1,0,0.67
1763075566.4031072,57.52,21,88,67,5,2,0,1.34
1763075567.4086661,58.52,21,88,67,0,2,0,1.41
1763075568.4144037,59.53,23,90,67,0,4,0,2.68
1763075569.4294438,60.54,18,90,72,0,5,0,3.35
1763075570.4320166,61.55,14,92,78,0,5,0,3.41
1763075571.4360552,62.55,12,95,83,0,5,0,3.48
1763075572.4484155,63.56,13,96,83,0,7,0,4.75
1763075573.4518497,64.57,14,98,84,0,7,0,4.82
1763075574.452599,65.57,16,100,84,0,7,0,4.89
1763075575.4580474,66.57,18,103,85,0,7,0,4.95
1763075576.4592144,67.58,20,105,85,1,7,0,5.00
1763075577.463406,68.58,21,106,85,1,7,0,5.00
1763075578.4682984,69.58,20,106,86,3,7,0,1.82
1763075579.4768343,70.59,19,106,87,4,7,0,2.49
1763075580.493932,71.61,19,107,88,4,1,0,2.56
1763075581.4947946,72.61,21,109,88,4,0,0,2.62
1763075582.4998186,73.61,21,111,90,6,0,0,3.89
1763075583.5140238,74.63,16,112,96,6,0,0,3.96
1763075584.5269418,75.64,12,114,102,7,0,0,4.63
1763075585.528614,76.64,16,118,102,7,0,0,4.70
1763075586.5455003,77.66,16,118,102,7,0,0,4.76
1763075587.5570495,78.67,17,120,103,7,0,0,4.83
1763075588.5568395,79.67,17,120,103,7,0,0,4.90
1763075589.56616,80.68,17,120,103,7,0,0,4.96
1763075590.577582,81.70,18,122,104,7,1,0,5.00
1763075591.5848687,82.70,22,126,104,7,1,0,5.00
1763075592.604033,83.72,20,126,106,7,2,0,1.23
1763075593.6214967,84.74,23,129,106,8,3,0,1.90
1763075594.6321456,85.75,29,135,106,4,4,0,2.57
1763075595.6438944,86.76,29,136,107,0,4,0,2.64
1763075596.654425,87.77,29,137,108,0,7,0,4.50
1763075597.6543365,88.77,23,138,115,0,7,0,4.57
1763075598.6618772,89.78,17,138,121,0,7,1,4.59
1763075599.662975,90.78,17,141,124,0,7,1,4.59
1763075600.6774917,91.79,14,141,127,0,4,0,0.05
1763075601.6827247,92.80,15,144,129,2,0,0,1.32
1763075602.6860094,93.80,17,146,129,3,0,0,1.99
1763075603.699656,94.81,20,149,129,4,0,0,2.66
1763075604.7026913,95.82,17,151,134,5,0,0,3.33
1763075605.7053933,96.82,14,152,138,5,0,0,3.39
1763075606.7192912,97.83,13,152,139,6,0,0,4.06
1763075607.7237852,98.84,20,160,140,6,0,0,4.13
1763075608.7275603,99.84,22,164,142,7,0,0,4.80
1763075609.7416172,100.86,21,164,143,7,0,0,4.87
1763075610.7567012,101.87,20,165,145,7,0,0,4.94
1763075611.757735,102.88,20,166,146,7,0,0,5.00
1763075612.7611794,103.88,21,168,147,7,1,0,5.00
1763075613.7799766,104.89,21,169,148,5,1,0,0.61
1763075614.7812212,105.90,21,171,150,8,2,0,1.27
1763075615.7872758,106.90,20,172,152,4,2,0,1.34
1763075616.7936425,107.91,22,174,152,0,3,0,2.01
1763075617.801126,108.92,23,175,152,0,3,0,2.08
1763075618.8006322,109.92,19,176,157,0,4,0,2.74
1763075619.809621,110.92,13,176,163,0,4,0,2.81
1763075620.820889,111.94,12,179,167,0,5,0,3.48
1763075621.8317516,112.95,13,181,168,0,5,0,3.55
1763075622.839782,113.95,12,181,169,0,6,0,4.21
1763075623.8403506,114.96,12,182,170,0,7,0,4.88
1763075624.855259,115.97,14,185,171,0,7,0,4.95
1763075625.865907,116.98,14,185,171,1,7,0,5.00
1763075626.8774936,118.00,16,187,171,2,7,0,5.00
1763075627.8909469,119.01,14,187,173,2,6,0,1.22
1763075628.8985348,120.01,16,189,173,3,5,0,1.88
1763075629.9065075,121.02,17,190,173,3,0,0,1.95
1763075630.9119327,122.03,18,191,173,4,0,0,2.62
1763075631.917153,123.03,18,192,174,5,0,0,3.29
1763075632.9242196,124.04,11,192,181,5,0,0,3.36
1763075633.933113,125.05,8,192,184,5,0,0,3.42
1763075634.9398713,126.05,9,194,185,5,0,0,3.49
1763075635.9458787,127.06,9,194,185,6,1,1,4.15
1763075636.9471955,128.07,12,201,189,6,1,1,4.15
1763075637.964149,129.08,15,204,189,4,3,0,1.81
1763075638.9658632,130.08,14,204,190,1,3,0,1.88
1763075639.9696617,131.08,16,206,190,0,4,0,2.55
1763075640.9732158,132.09,18,208,190,0,4,0,2.61
1763075641.9849296,133.10,21,211,190,0,5,0,3.28
1763075642.9864397,134.10,17,213,196,0,5,0,3.35
1763075644.002643,135.12,16,214,198,0,6,0,4.02
1763075645.0083542,136.12,16,216,200,0,6,0,4.09
1763075646.0129247,137.13,17,217,200,0,7,0,4.75
1763075647.0187607,138.13,16,218,202,0,7,0,4.82
1763075648.0229585,139.14,15,218,203,0,7,0,4.89
1763075649.0248587,140.14,13,218,205,0,7,0,4.96
1763075650.0305395,141.15,15,221,206,0,7,0,5.00
1763075651.0405555,142.16,16,222,206,0,7,0,5.00
1763075652.05076,143.16,16,222,206,1,8,0,0.63
1763075653.056327,144.17,17,223,206,1,6,0,0.69
1763075654.0630105,145.18,17,223,206,1,1,0,0.76
1763075655.0798128,146.19,18,224,206,2,0,0,1.43
1763075656.0846705,147.20,16,224,208,2,0,0,1.50
1763075657.0984502,148.21,13,227,214,3,0,0,2.16
1763075658.103506,149.22,7,227,220,4,0,0,2.83
1763075659.1178386,150.23,13,235,222,6,0,0,4.10
1763075660.1298985,151.24,16,238,222,7,0,0,4.77
1763075661.1435783,152.26,17,239,222,7,0,0,4.83
1763075662.147637,153.26,19,241,222,7,0,0,4.90
1763075663.1566324,154.27,20,242,222,7,0,0,4.97
1763075664.1574187,155.27,22,244,222,7,0,0,5.00
1763075665.160657,156.28,24,246,222,7,0,0,5.00
1763075666.1739886,157.29,21,247,226,7,2,0,1.24
1763075667.1825345,158.30,21,248,227,8,2,0,1.31
1763075668.1860352,159.30,23,251,228,4,2,0,1.37
1763075669.1973548,160.31,23,251,228,0,4,0,2.64
1763075670.2095385,161.32,22,252,230,0,4,0,2.71
1763075671.225232,162.34,16,253,237,0,4,0,2.78
1763075672.2402196,163.35,12,255,243,0,4,0,2.85
1763075673.2434664,164.36,10,255,245,0,5,0,3.51
1763075674.2535963,165.37,9,255,246,0,6,0,4.18
1763075675.2633097,166.38,9,256,247,0,6,0,4.25
1763075676.2722144,167.38,9,257,248,0,6,0,4.32
1763075681.6006393,1.02,1,1,0,0,0,0,0.07
1763075682.613087,2.03,1,1,0,0,0,0,0.13
1763075683.6191506,3.03,4,4,0,1,0,0,0.80
1763075684.6217697,4.04,6,6,0,1,0,0,0.87
1763075685.6221836,5.04,7,7,0,3,0,0,2.14
1763075686.6357086,6.05,9,9,0,3,0,0,2.20
1763075687.637725,7.05,11,11,0,4,0,0,2.87
1763075688.648741,8.06,12,12,0,5,0,0,3.54
1763075689.6590254,9.07,16,16,0,6,0,0,4.21
1763075690.6679885,10.08,18,19,1,7,0,0,4.87
1763075691.6839678,11.10,17,20,3,7,0,0,4.94
1763075692.6896439,12.11,19,22,3,7,1,0,5.00
1763075693.702027,13.12,18,22,4,7,2,0,5.00
1763075694.710032,14.12,19,24,5,5,3,0,1.81
1763075695.7142732,15.13,20,25,5,8,4,0,2.48
1763075696.7155292,16.13,20,26,6,4,4,0,2.55
1763075697.717937,17.13,21,27,6,0,4,0,2.61
1763075698.7319143,18.15,23,29,6,0,4,0,2.68
1763075699.737144,19.15,21,31,10,0,5,0,3.35
1763075700.7401152,20.15,18,34,16,0,5,0,3.42
1763075701.7563715,21.17,15,36,21,0,6,0,4.09
1763075702.7667716,22.18,17,38,21,0,7,0,4.76
1763075703.77,23.18,17,39,22,0,7,0,4.82
1763075704.7691693,24.19,18,40,22,2,8,0,5.44
1763075705.7725708,25.19,17,41,24,2,8,1,5.44
1763075706.7774453,26.19,16,42,26,3,4,0,1.85
1763075707.7845292,27.20,16,43,27,3,0,0,1.92
1763075708.7991312,28.21,15,43,28,4,0,0,2.59
1763075709.8131888,29.23,18,46,28,4,0,0,2.66
1763075710.8183064,30.23,15,48,33,5,0,0,3.33
1763075711.8256917,31.24,11,48,37,6,1,1,3.98
1763075712.8343925,32.25,12,50,38,7,2,1,3.98
1763075713.844839,33.26,12,50,38,5,3,0,1.82
1763075714.8472092,34.26,11,50,39,0,3,0,1.88
1763075715.8544886,35.27,13,52,39,0,3,0,1.95
1763075716.8593946,36.28,14,53,39,0,3,1,2.01
1763075717.8741298,37.29,15,56,41,3,3,1,2.01
1763075718.8900182,38.31,11,57,46,3,3,1,1.80
1763075719.8989751,39.32,13,60,47,4,5,1,1.80
1763075720.9096029,40.32,14,61,47,1,5,0,3.01
1763075721.912273,41.33,15,62,47,1,5,0,3.07
1763075722.914034,42.33,16,63,47,8,5,1,3.09
1763075727.9348884,1.00,0,0,0,0,0,0,0.07
1763075728.9412844,2.01,0,0,0,0,0,0,0.13
1763075729.9510849,3.02,0,0,0,0,0,0,0.20
1763075730.9533648,4.02,2,2,0,0,0,0,0.27
1763075731.9677055,5.04,2,2,0,0,0,0,0.34
1763075732.9702003,6.04,3,3,0,0,0,0,0.41
1763075733.9728737,7.04,3,3,0,0,0,0,0.47
1763075734.9804604,8.05,4,4,0,0,0,0,0.54
1763075735.988551,9.06,4,4,0,0,0,1,0.58
1763075736.988953,10.06,3,4,1,0,1,1,0.58
1763075738.0000708,11.07,2,4,2,0,1,0,0.63
1763075739.0102425,12.08,3,5,2,0,1,0,0.70
1763075740.0178268,13.09,4,7,3,0,1,0,0.77
1763075741.0161226,14.09,5,8,3,1,2,1,0.80
1763075742.0225139,15.09,5,8,3,2,2,1,0.80
1763075743.0366952,16.10,6,9,3,2,0,0,1.24
1763075744.0508049,17.12,7,10,3,2,0,0,1.31
1763075745.0574253,18.13,7,10,3,3,0,0,1.98
1763075746.0613563,19.13,9,12,3,4,0,1,2.00
1763075747.0744205,20.15,7,12,5,4,1,1,2.00
1763075748.0875611,21.16,6,12,6,2,1,0,0.65
1763075749.0967548,22.17,6,12,6,2,1,0,0.72
1763075750.1042662,23.17,6,12,6,0,1,0,0.78
1763075751.1170747,24.19,8,14,6,0,1,0,0.85
1763075752.1231499,25.20,8,14,6,0,1,1,0.90
1763075753.1350784,26.21,7,15,8,2,1,1,0.90
1763075754.149655,27.22,5,15,10,2,0,0,1.22
1763075755.1581826,28.23,6,17,11,2,0,0,1.29
1763075756.1725564,29.24,8,19,11,3,0,0,1.96
1763075757.1867986,30.25,8,19,11,4,0,0,2.63
1763075758.1923335,31.26,8,19,11,4,0,0,2.69
1763075759.2086124,32.28,8,19,11,4,0,0,2.76
1763075760.2169797,33.29,7,19,12,4,0,0,2.83
1763075761.2264154,34.30,7,20,13,4,0,1,2.86
1763075762.2354171,35.31,7,21,14,4,0,1,2.86
1763075763.2478945,36.32,6,21,15,1,1,0,0.64
1763075764.2602148,37.33,7,22,15,0,1,0,0.71
1763075765.2610366,38.33,8,23,15,2,1,1,0.76
1763075766.2627234,39.33,9,24,15,2,1,1,0.76
1763075767.2710738,40.34,5,24,19,3,0,0,1.82
1763075768.2746572,41.34,6,25,19,3,0,0,1.89
1763075769.2778986,42.35,9,29,20,3,0,0,1.96
1763075770.2890599,43.36,10,30,20,4,0,0,2.63
1763075771.2933166,44.36,9,30,21,4,0,0,2.70
1763075772.3007364,45.37,9,31,22,5,0,0,3.36
1763075773.310573,46.38,13,35,22,6,0,0,4.03
1763075774.320312,47.39,14,36,22,6,0,0,4.10
1763075775.3264537,48.39,14,37,23,7,0,0,4.77
1763075776.330525,49.40,13,38,25,7,0,0,4.83
1763075777.333372,50.40,15,40,25,7,0,0,4.90
1763075778.3307111,51.40,16,41,25,8,1,0,5.56
1763075779.3360617,52.41,16,41,25,8,2,0,5.56
1763075780.3503575,53.42,14,42,28,7,2,0,1.21
1763075781.364969,54.43,14,43,29,2,3,0,1.88
1763075782.3812106,55.45,13,43,30,0,4,0,2.55
1763075783.3805788,56.45,14,44,30,0,4,0,2.62
1763075784.3857949,57.45,13,44,31,0,4,0,2.68
1763075785.3987212,58.47,8,45,37,0,4,0,2.75
1763075786.414435,59.48,6,45,39,0,4,0,2.82
1763075787.424934,60.49,7,46,39,0,4,0,2.88
1763075788.434855,61.50,10,49,39,0,4,0,2.95
1763075789.4418554,62.51,11,50,39,0,6,2,3.58
1763075790.4522874,63.53,11,51,40,0,8,2,3.58
1763075791.4588938,64.53,10,51,41,1,7,0,0.64
1763075792.4733813,65.54,10,51,41,1,1,0,0.71
1763075797.6031587,1.01,2,2,0,0,0,0,0.07
1763075798.606759,2.01,6,6,0,1,0,0,0.73
1763075799.6128356,3.02,7,8,1,2,0,0,1.40
1763075800.613318,4.02,8,9,1,2,0,0,1.47
1763075801.619206,5.03,9,10,1,5,0,0,3.34
1763075802.62401,6.03,9,10,1,5,0,0,3.41
1763075803.6311715,7.04,12,13,1,6,0,0,4.07
1763075804.6440902,8.05,13,14,1,7,0,0,4.74
1763075805.6520536,9.06,14,16,2,8,1,0,5.36
1763075806.6592002,10.07,14,18,4,8,1,0,5.36
1763075807.6770716,11.08,14,18,4,8,2,0,1.25
1763075808.6783195,12.08,14,18,4,2,2,0,1.31
1763075809.6923661,13.10,17,22,5,0,2,0,1.38
1763075810.7076378,14.11,19,24,5,0,2,0,1.45
1763075811.7092426,15.11,18,26,8,0,5,0,3.31
1763075812.7105331,16.12,14,28,14,0,7,0,4.58
1763075813.722255,17.13,12,29,17,1,8,0,5.18
1763075814.739674,18.15,16,33,17,1,8,0,5.18
1763075815.7514706,19.16,18,35,17,1,6,0,0.66
1763075816.7625477,20.17,19,39,20,2,7,0,1.33
1763075817.7755976,21.18,20,40,20,3,1,0,2.00
1763075818.7793546,22.18,22,42,20,3,0,0,2.07
1763075819.7814584,23.19,23,43,20,4,0,0,2.74
1763075820.7977958,24.20,18,44,26,4,0,0,2.80
1763075821.8103442,25.22,13,45,32,4,0,0,2.87
1763075822.8241065,26.23,11,45,34,6,0,0,4.14
1763075823.837579,27.24,10,46,36,6,0,0,4.21
1763075824.8358743,28.24,9,46,37,7,0,1,4.21
1763075825.8444698,29.25,7,46,39,7,0,1,4.21
1763075826.8530307,30.26,8,47,39,2,0,0,0.06
1763075827.85624,31.26,10,51,41,0,0,0,0.13
1763075828.8589303,32.26,10,51,41,0,0,0,0.20
1763075829.8734605,33.28,0,52,41,0,0,0,0.27
1763075830.883736,34.29,1,53,41,0,0,0,0.34
1763075831.887819,35.29,1,53,41,0,0,0,0.40
1763075832.8930671,36.30,1,53,41,0,0,0,0.47
1763075833.8973124,37.31,3,55,41,1,0,1,0.48
1763075834.9060223,38.31,5,57,41,2,0,1,0.48
1763075835.9165096,39.32,5,57,41,2,2,1,1.21
1763075836.9302356,40.34,5,57,41,2,3,1,1.21
1763075837.9367158,41.34,7,59,41,0,3,0,1.85
1763075838.9492354,42.35,7,59,41,0,5,0,3.12
1763075839.949856,43.35,9,61,41,0,5,0,3.19
1763075840.9503021,44.36,9,61,41,0,5,0,3.25
1763075841.961225,45.37,7,61,43,0,6,0,3.92
1763075842.962294,46.37,8,62,43,0,6,0,3.99
1763075843.9631383,47.37,9,63,43,0,6,0,4.05
1763075844.971353,48.38,9,63,43,0,6,0,4.12
1763075845.983499,49.39,9,63,43,0,6,0,4.19
1763075846.9963624,50.40,8,63,44,0,6,0,4.26
1763075847.9965348,51.40,9,64,44,0,6,0,4.32
1763075848.9960716,52.40,11,66,44,0,7,0,4.99
1763075849.992967,53.40,11,67,45,0,7,0,5.00
1763075850.995519,54.40,11,68,46,1,8,0,5.00
1763075852.0135868,55.42,12,69,46,2,6,0,1.26
1763075853.0234222,56.43,12,69,46,3,6,0,1.92
1763075854.0248053,57.43,12,69,46,3,3,0,1.99
1763075855.0349197,58.44,13,70,46,3,0,0,2.06
1763075856.038099,59.44,13,70,46,3,0,0,2.13
1763075857.0488832,60.45,14,71,46,4,0,0,2.80
1763075858.0528922,61.46,10,73,52,4,0,0,2.86
1763075859.052263,62.46,7,73,55,6,0,0,4.13
1763075860.1556258,63.56,8,74,55,6,0,0,4.16
1763075861.158526,64.56,9,75,55,6,0,0,4.23
1763075862.160251,65.57,9,75,55,7,0,0,4.90
1763075863.1636536,66.57,11,77,55,8,0,0,5.50
1763075864.172566,67.58,13,79,55,8,0,0,5.50
1763075865.1828969,68.59,12,79,56,5,3,0,1.86
1763075866.1890779,69.59,12,79,56,0,3,0,1.93
1763075867.191288,70.60,13,80,56,0,3,0,2.00
1763075868.194795,71.60,14,81,56,0,3,0,2.07
1763075869.2077518,72.61,9,81,61,0,4,0,2.73
1763075870.2095551,73.62,5,81,65,0,4,0,2.80
1763075871.2116568,74.62,6,82,65,0,4,0,2.87
1763075872.2198222,75.63,6,82,65,0,4,0,2.94
1763075873.2328336,76.64,6,82,65,0,4,0,3.00
1763075874.2333682,77.64,5,82,66,0,4,0,3.07
1763075875.249793,78.66,5,82,66,0,4,0,3.14
1763075876.2566104,79.67,5,82,66,0,4,0,3.20
1763075877.261472,80.67,5,83,67,0,4,0,3.20
1763075878.2760594,81.68,7,85,67,0,2,0,0.01
1763075879.2821069,82.69,9,88,68,1,0,0,0.67
1763075880.2967458,83.70,10,89,68,3,0,0,1.94
1763075881.3046427,84.71,13,92,68,4,0,0,2.61
1763075882.3193052,85.73,13,92,68,5,0,0,3.28
1763075883.324383,86.73,9,92,72,6,0,0,3.94
1763075884.3402364,87.75,10,93,72,6,0,0,4.01
1763075885.3510017,88.76,9,93,73,6,0,0,4.08
1763075886.3551517,89.76,10,94,73,6,0,0,4.15
1763075887.3663356,90.77,10,95,74,6,0,0,4.21
1763075888.371382,91.78,9,95,75,8,0,1,4.86
1763075889.3871326,92.80,9,95,75,8,0,1,4.86
1763075890.3993301,93.80,9,95,75,6,0,0,0.03
1763075891.4009435,94.81,9,96,76,5,0,1,0.04
1763075892.40238,95.81,10,97,76,5,0,1,0.04
1763075893.4202244,96.83,11,98,76,6,0,0,3.66
1763075894.42938,97.84,9,98,78,7,0,0,4.32
1763075895.4379547,98.84,8,98,79,7,0,0,4.39
1763075896.4486785,99.85,9,99,79,7,0,0,4.46
1763075897.4617085,100.87,9,99,79,7,0,0,4.53
1763075898.4731102,101.88,9,99,79,8,0,0,5.14
1763075899.4803038,102.89,9,99,79,8,0,0,5.14
1763075900.4853485,103.89,10,101,80,3,0,0,0.05
1763075901.4864354,104.90,10,101,80,0,1,1,0.10
1763075902.5030231,105.91,11,102,80,0,2,1,0.10
1763075903.513293,106.92,12,103,80,0,0,0,0.02
1763075904.524115,107.93,7,103,85,1,0,0,0.69
1763075905.5266166,108.94,4,103,88,1,1,1,0.73
1763075906.5383282,109.95,5,104,88,1,1,1,0.73
1763075907.5544467,110.96,3,104,90,0,1,0,0.63
1763075908.570003,111.98,3,104,90,0,2,0,1.30
1763075909.5858967,112.99,4,105,90,0,2,0,1.37
1763075910.5940375,114.00,5,106,90,0,3,0,2.03
1763075911.6075697,115.01,4,106,91,0,3,0,2.10
1763075912.616395,116.02,5,107,91,0,3,0,2.17
1763075913.6302104,117.04,6,108,91,0,3,0,2.24
1763075914.6331134,118.04,7,109,91,0,4,0,2.90
1763075915.6432312,119.05,7,109,91,0,5,0,3.57
1763075916.658367,120.06,8,110,91,0,5,0,3.64
1763075917.6748562,121.08,7,110,92,0,6,0,4.31
1763075918.683164,122.09,8,111,92,0,6,0,4.37
1763075919.6828897,123.09,9,112,92,0,6,1,4.37
1763075920.690752,124.10,10,113,92,0,5,0,0.00
1763075921.6943538,125.10,10,114,93,1,1,0,0.67
1763075922.708358,126.11,10,114,93,1,0,0,0.74
1763075923.7195504,127.13,13,117,93,1,0,0,0.80
1763075924.7197733,128.13,13,117,93,2,0,0,1.47
1763075925.730303,129.14,8,117,98,2,0,0,1.54
1763075926.7318447,130.14,6,117,100,2,2,1,1.55
1763075927.7376444,131.15,6,118,101,2,2,1,1.55
1763075928.7475233,132.15,5,118,102,0,3,0,1.86
1763075929.748656,133.15,7,120,102,0,3,0,1.93
1763075930.7561853,134.16,7,120,102,0,3,0,1.99
1763075931.757869,135.16,7,120,102,0,4,0,2.66
1763075932.7632973,136.17,7,122,104,0,4,0,2.73
1763075933.7687643,137.17,7,122,104,0,4,0,2.80
1763075934.781304,138.19,9,124,104,0,5,0,3.46
1763075935.7862175,139.19,10,125,104,0,5,0,3.53
1763075936.7932854,140.20,10,126,105,0,5,0,3.60
1763075937.8008294,141.21,11,127,105,0,5,0,3.67
1763075938.8091352,142.21,11,127,105,0,5,0,3.74
1763075939.8074703,143.22,11,128,106,0,6,0,4.40
1763075940.810541,144.22,11,128,106,0,7,0,4.40
1763075941.8224244,145.23,10,129,108,0,5,0,0.00
1763075942.825776,146.23,9,129,109,0,1,0,0.07
1763075943.8321683,147.24,8,129,110,1,0,0,0.74
1763075944.8388836,148.24,9,130,110,1,0,0,0.81
1763075945.851836,149.26,9,130,110,1,0,0,0.87
1763075946.8604517,150.27,3,130,116,2,0,0,1.54
1763075947.8638732,151.27,2,130,117,2,0,1,1.60
1763075948.8775232,152.29,3,131,117,2,0,1,1.60
1763075949.890827,153.30,4,132,117,0,0,0,0.01
1763075950.903713,154.31,4,132,117,0,0,0,0.08
1763075951.9158044,155.32,4,132,117,0,1,0,0.75
1763075952.9317203,156.34,4,132,117,0,1,0,0.82
1763075953.942768,157.35,4,132,117,0,1,0,0.88
1763075954.9510794,158.36,4,134,119,0,1,0,0.95
1763075955.960734,159.37,5,136,120,0,1,0,1.02
1763075956.974499,160.38,5,136,120,0,5,0,3.49
1763075957.9843352,161.39,5,136,120,0,5,0,3.55
1763075958.995418,162.40,5,136,120,0,5,0,3.62
1763075960.0071151,163.41,7,138,120,0,5,0,3.69
1763075961.0130942,164.42,7,138,120,0,5,0,3.76
1763075962.0109706,165.42,8,139,120,1,6,0,4.40
1763075963.0141382,166.42,8,139,120,2,6,0,4.40
1763075964.0342934,167.44,9,140,120,2,4,0,1.23
1763075965.0463812,168.45,9,140,120,2,0,0,1.30
